"dataset_id","parent_dataset_id","domain","source_url","accessed_at","source_file","source_md5","loader","variable","transform","subset_rule","family_hint","n","skewness","excess_kurtosis","support_sign","theta_star","load_ok","load_error","notes","specialist_id","mode","condition_id","contamination_rate","outlier_scale_mad","contamination_type","m_requested","m_effective","contam_condition","contamination_mode","natural_z_threshold","subsample_R","paired_bootstrap_B","estimator","mean_mse","q95_mse","bias","n_replicates","mean_requested_tail_n","mean_empirical_tail_n","mean_natural_pool_n","mean_natural_body_n","preregistration_version","profile_gate_enabled","profile_gate_policy","benchmark_policy_primary","oracle_audit_secondary_only","paired_ci_policy","strict_ci_contains_point_policy","fdr_policy","output_layout_policy","pareto_tolerance_relative","wins_saturation_cap","futility_stop_enabled","depth_probe_secondary_only"
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",4,0.1,30,"symmetric_t",500,394,"0.1|30|symmetric_t","endogenous",3,500,500,"catoni_a0.35",0.0315456992839205,0.0370260107960933,NA,500,39,39,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",6,0.1,30,"symmetric_t",1000,394,"0.1|30|symmetric_t","endogenous",3,500,500,"catoni_a0.35",0.0309755216445212,0.0370260107960933,NA,500,39,39,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",1,0.05,30,"symmetric_t",300,300,"0.05|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.275699472168701,0.45384564100599,NA,500,15,15,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",3,0.05,30,"symmetric_t",500,394,"0.05|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.044942364217383,0.0517887403723087,NA,500,19,19,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",5,0.05,30,"symmetric_t",1000,394,"0.05|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.0455825072443872,0.0517887403723087,NA,500,19,19,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",2,0.1,30,"symmetric_t",300,300,"0.1|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.151520498057262,0.319490866784576,NA,500,30,30,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",4,0.1,30,"symmetric_t",500,394,"0.1|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.0455105427597261,0.0517887403723087,NA,500,39,39,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",6,0.1,30,"symmetric_t",1000,394,"0.1|30|symmetric_t","endogenous",3,500,500,"catoni_a0.5",0.0448448550119693,0.0517887403723087,NA,500,39,39,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",1,0.05,30,"symmetric_t",300,300,"0.05|30|symmetric_t","endogenous",3,500,500,"equal_weight",0.279310538006315,0.418041581929121,NA,500,15,15,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
"UCI_student_math_G3__depth_bootstrap_full","UCI_student_math_G3","education_scores","https://archive.ics.uci.edu/ml/machine-learning-databases/00320/student.zip","2026-06-16 06:32:51 -0400",NA,NA,"inline_depth_probe","G3","raw","full; depth_probe=bootstrap_full","normal",395,-0.7920366677975,0.6616105954579,"contains_nonpositive",10.6430379746835,TRUE,NA," V5 secondary within-dataset depth probe; not independent N.","TAX-Q1R023","original_regime",3,0.05,30,"symmetric_t",500,394,"0.05|30|symmetric_t","endogenous",3,500,500,"equal_weight",0.0998279775152194,0.11496297272379,NA,500,19,19,63,332,"V5_audit_ready",TRUE,"Pre-registered empirical profile gate: bounded/proportion by hint/domain; zero-inflated/count by hint/domain; normal_like when abs(skew)<=0.50 and excess_kurtosis<=1.00; heavy_tail_symmetric when abs(skew)<=1.00 and excess_kurtosis>3.00; lognormal_like when skew>1.00 with positive support; weibull_like when skew>0.50 with positive support; otherwise empirical_unknown.","profile_preregistered",TRUE,"paired bootstrap aligned to the same reported gain statistic",TRUE,"Benjamini-Hochberg FDR is computed at dataset level on external_dataset_level_decisions.csv for primary eligible in-regime rows only. Primary alpha=0.05; secondary sensitivity alpha=0.1.","01_results_basic contains compact final results; 02_reports contains generated report files; 03_audit_ready contains full provenance, decisions, oracle audit, and split CSVs; 98_discarded_nonfinal is reserved for obsolete or nonfinal byproducts; 99_recovery_logs contains downloads, checkpoints, temporary recovery outputs, and logs.",0.005,10,TRUE,TRUE
